Player,Overs,Mdns,Runs,Wkts,Econ,Inns,,Opposition,Ground,Start Date,
AK Markram (SA),DNB,-,-,-,-,1,,v Sri Lanka,Cape Town,16 Mar 2019,
UT Khawaja (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,22 Mar 2019,
SE Marsh (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,22 Mar 2019,
AT Carey (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,22 Mar 2019,
AJ Finch (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,22 Mar 2019,
PSP Handscomb (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,22 Mar 2019,
Haris Sohail (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,22 Mar 2019,
Umar Akmal (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,22 Mar 2019,
Shan Masood (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,22 Mar 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,22 Mar 2019,
Mohammad Rizwan (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,22 Mar 2019,
UT Khawaja (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,24 Mar 2019,
SE Marsh (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,24 Mar 2019,
AT Carey (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,24 Mar 2019,
PSP Handscomb (AUS),DNB,-,-,-,-,1,,v Pakistan,Sharjah,24 Mar 2019,
Shoaib Malik (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,24 Mar 2019,
Shan Masood (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,24 Mar 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,24 Mar 2019,
Mohammad Rizwan (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,24 Mar 2019,
Umar Akmal (PAK),DNB,-,-,-,-,2,,v Australia,Sharjah,24 Mar 2019,
Shan Masood (PAK),DNB,-,-,-,-,1,,v Australia,Abu Dhabi,27 Mar 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,1,,v Australia,Abu Dhabi,27 Mar 2019,
Shoaib Malik (PAK),DNB,-,-,-,-,1,,v Australia,Abu Dhabi,27 Mar 2019,
Mohammad Rizwan (PAK),DNB,-,-,-,-,1,,v Australia,Abu Dhabi,27 Mar 2019,
Umar Akmal (PAK),DNB,-,-,-,-,1,,v Australia,Abu Dhabi,27 Mar 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
AJ Finch (AUS),DNB,-,-,-,-,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
PSP Handscomb (AUS),DNB,-,-,-,-,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
SE Marsh (AUS),DNB,-,-,-,-,2,,v Pakistan,Abu Dhabi,27 Mar 2019,
Mohammad Rizwan (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),29 Mar 2019,
Umar Akmal (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),29 Mar 2019,
Shan Masood (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),29 Mar 2019,
Abid Ali (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),29 Mar 2019,
Saad Ali (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),29 Mar 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),29 Mar 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),29 Mar 2019,
PSP Handscomb (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),29 Mar 2019,
SE Marsh (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),29 Mar 2019,
Mohammad Rizwan (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),31 Mar 2019,
Umar Akmal (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),31 Mar 2019,
Shan Masood (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),31 Mar 2019,
Abid Ali (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),31 Mar 2019,
Saad Ali (PAK),DNB,-,-,-,-,1,,v Australia,Dubai (DICS),31 Mar 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
PSP Handscomb (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
SE Marsh (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
AJ Finch (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v Pakistan,Dubai (DICS),31 Mar 2019,
JM Vince (ENG),DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),3 May 2019,
DJ Malan (ENG),DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),3 May 2019,
BT Foakes (ENG),DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),3 May 2019,
JE Root (ENG),DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),3 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,1,,v Ireland,Dublin (Malahide),3 May 2019,
Mahmudullah (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Soumya Sarkar (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Sabbir Rahman (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin,7 May 2019,
Babar Azam (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Mohammad Amir (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Shaheen Shah Afridi (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Hasan Ali (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Imad Wasim (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Imam-ul-Haq (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Asif Ali (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Haris Sohail (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Sarfaraz Ahmed (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Faheem Ashraf (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
Fakhar Zaman (PAK),TDNB,-,-,-,-,-,,v England,The Oval,8 May 2019,
JM Bairstow (ENG),DNB,-,-,-,-,1,,v Pakistan,The Oval,8 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,1,,v Pakistan,The Oval,8 May 2019,
JM Vince (ENG),DNB,-,-,-,-,1,,v Pakistan,The Oval,8 May 2019,
JL Denly (ENG),DNB,-,-,-,-,1,,v Pakistan,The Oval,8 May 2019,
JC Buttler (ENG),DNB,-,-,-,-,1,,v Pakistan,The Oval,8 May 2019,
Asghar Afghan (AFG),DNB,-,-,-,-,1,,v Scotland,Edinburgh,10 May 2019,
Najibullah Zadran (AFG),DNB,-,-,-,-,1,,v Scotland,Edinburgh,10 May 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,1,,v Scotland,Edinburgh,10 May 2019,
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,,v Scotland,Edinburgh,10 May 2019,
Hazratullah Zazai (AFG),DNB,-,-,-,-,1,,v Scotland,Edinburgh,10 May 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,1,,v England,Southampton,11 May 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,1,,v England,Southampton,11 May 2019,
Asif Ali (PAK),DNB,-,-,-,-,1,,v England,Southampton,11 May 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,1,,v England,Southampton,11 May 2019,
Babar Azam (PAK),DNB,-,-,-,-,1,,v England,Southampton,11 May 2019,
JJ Roy (ENG),DNB,-,-,-,-,2,,v Pakistan,Southampton,11 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,2,,v Pakistan,Southampton,11 May 2019,
JC Buttler (ENG),DNB,-,-,-,-,2,,v Pakistan,Southampton,11 May 2019,
JE Root (ENG),DNB,-,-,-,-,2,,v Pakistan,Southampton,11 May 2019,
JM Bairstow (ENG),DNB,-,-,-,-,2,,v Pakistan,Southampton,11 May 2019,
Sabbir Rahman (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),13 May 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),13 May 2019,
Mahmudullah (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),13 May 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),13 May 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),13 May 2019,
JM Bairstow (ENG),DNB,-,-,-,-,1,,v Pakistan,Bristol,14 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,1,,v Pakistan,Bristol,14 May 2019,
JJ Roy (ENG),DNB,-,-,-,-,1,,v Pakistan,Bristol,14 May 2019,
JE Root (ENG),DNB,-,-,-,-,1,,v Pakistan,Bristol,14 May 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,2,,v England,Bristol,14 May 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,2,,v England,Bristol,14 May 2019,
Babar Azam (PAK),DNB,-,-,-,-,2,,v England,Bristol,14 May 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v England,Bristol,14 May 2019,
Sabbir Rahman (BAN),DNB,-,-,-,-,1,,v Ireland,Dublin,15 May 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,1,,v Ireland,Dublin,15 May 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,1,,v Ireland,Dublin,15 May 2019,
Mahmudullah (BAN),DNB,-,-,-,-,1,,v Ireland,Dublin,15 May 2019,
Litton Das (BAN),DNB,-,-,-,-,1,,v Ireland,Dublin,15 May 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),17 May 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),17 May 2019,
Soumya Sarkar (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),17 May 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),17 May 2019,
Mahmudullah (BAN),DNB,-,-,-,-,1,,v West Indies,Dublin (Malahide),17 May 2019,
JE Root (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,17 May 2019,
JM Vince (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,17 May 2019,
JC Buttler (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,17 May 2019,
JJ Roy (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,17 May 2019,
Babar Azam (PAK),DNB,-,-,-,-,2,,v England,Nottingham,17 May 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,2,,v England,Nottingham,17 May 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v England,Nottingham,17 May 2019,
Asif Ali (PAK),DNB,-,-,-,-,2,,v England,Nottingham,17 May 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,2,,v England,Nottingham,17 May 2019,
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,,v Ireland,Belfast,19 May 2019,
Asghar Afghan (AFG),DNB,-,-,-,-,1,,v Ireland,Belfast,19 May 2019,
Hazratullah Zazai (AFG),DNB,-,-,-,-,1,,v Ireland,Belfast,19 May 2019,
Rahmat Shah (AFG),DNB,-,-,-,-,1,,v Ireland,Belfast,19 May 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,1,,v Ireland,Belfast,19 May 2019,
Babar Azam (PAK),DNB,-,-,-,-,1,,v England,Leeds,19 May 2019,
Abid Ali (PAK),DNB,-,-,-,-,1,,v England,Leeds,19 May 2019,
Asif Ali (PAK),DNB,-,-,-,-,1,,v England,Leeds,19 May 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,1,,v England,Leeds,19 May 2019,
JC Buttler (ENG),DNB,-,-,-,-,2,,v Pakistan,Leeds,19 May 2019,
JE Root (ENG),DNB,-,-,-,-,2,,v Pakistan,Leeds,19 May 2019,
JM Vince (ENG),DNB,-,-,-,-,2,,v Pakistan,Leeds,19 May 2019,
JM Bairstow (ENG),DNB,-,-,-,-,2,,v Pakistan,Leeds,19 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,2,,v Pakistan,Leeds,19 May 2019,
Asghar Afghan (AFG),DNB,-,-,-,-,2,,v Ireland,Belfast,21 May 2019,
Noor Ali Zadran (AFG),DNB,-,-,-,-,2,,v Ireland,Belfast,21 May 2019,
Najibullah Zadran (AFG),DNB,-,-,-,-,2,,v Ireland,Belfast,21 May 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,2,,v Ireland,Belfast,21 May 2019,
Mohammad Shahzad (AFG),DNB,-,-,-,-,2,,v Ireland,Belfast,21 May 2019,
HM Amla (SA),DNB,-,-,-,-,1,,v England,The Oval,30 May 2019,
HE van der Dussen (SA),DNB,-,-,-,-,1,,v England,The Oval,30 May 2019,
F du Plessis (SA),DNB,-,-,-,-,1,,v England,The Oval,30 May 2019,
Q de Kock (SA),DNB,-,-,-,-,1,,v England,The Oval,30 May 2019,
JJ Roy (ENG),DNB,-,-,-,-,2,,v South Africa,The Oval,30 May 2019,
EJG Morgan (ENG),DNB,-,-,-,-,2,,v South Africa,The Oval,30 May 2019,
JE Root (ENG),DNB,-,-,-,-,2,,v South Africa,The Oval,30 May 2019,
JM Bairstow (ENG),DNB,-,-,-,-,2,,v South Africa,The Oval,30 May 2019,
JC Buttler (ENG),DNB,-,-,-,-,2,,v South Africa,The Oval,30 May 2019,
Mohammad Hafeez (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Haris Sohail (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Shadab Khan (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Babar Azam (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
Imad Wasim (PAK),DNB,-,-,-,-,2,,v West Indies,Nottingham,31 May 2019,
C Munro (NZ),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,1 Jun 2019,
KS Williamson (NZ),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,1 Jun 2019,
MJ Guptill (NZ),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,1 Jun 2019,
LRPL Taylor (NZ),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,1 Jun 2019,
TWM Latham (NZ),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,1 Jun 2019,
UT Khawaja (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
AT Carey (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
SPD Smith (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
DA Warner (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
AJ Finch (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
GJ Maxwell (AUS),DNB,-,-,-,-,1,,v Afghanistan,Bristol,1 Jun 2019,
Hazratullah Zazai (AFG),DNB,-,-,-,-,2,,v Australia,Bristol,1 Jun 2019,
Najibullah Zadran (AFG),DNB,-,-,-,-,2,,v Australia,Bristol,1 Jun 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,2,,v Australia,Bristol,1 Jun 2019,
Rahmat Shah (AFG),DNB,-,-,-,-,2,,v Australia,Bristol,1 Jun 2019,
Mohammad Shahzad (AFG),DNB,-,-,-,-,2,,v Australia,Bristol,1 Jun 2019,
HE van der Dussen (SA),DNB,-,-,-,-,1,,v Bangladesh,The Oval,2 Jun 2019,
F du Plessis (SA),DNB,-,-,-,-,1,,v Bangladesh,The Oval,2 Jun 2019,
Q de Kock (SA),DNB,-,-,-,-,1,,v Bangladesh,The Oval,2 Jun 2019,
DA Miller (SA),DNB,-,-,-,-,1,,v Bangladesh,The Oval,2 Jun 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,2,,v South Africa,The Oval,2 Jun 2019,
Soumya Sarkar (BAN),DNB,-,-,-,-,2,,v South Africa,The Oval,2 Jun 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,2,,v South Africa,The Oval,2 Jun 2019,
Mahmudullah (BAN),DNB,-,-,-,-,2,,v South Africa,The Oval,2 Jun 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,2,,v South Africa,The Oval,2 Jun 2019,
JC Buttler (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,3 Jun 2019,
JJ Roy (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,3 Jun 2019,
EJG Morgan (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,3 Jun 2019,
JE Root (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,3 Jun 2019,
JM Bairstow (ENG),DNB,-,-,-,-,1,,v Pakistan,Nottingham,3 Jun 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,2,,v England,Nottingham,3 Jun 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,2,,v England,Nottingham,3 Jun 2019,
Asif Ali (PAK),DNB,-,-,-,-,2,,v England,Nottingham,3 Jun 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,2,,v England,Nottingham,3 Jun 2019,
Babar Azam (PAK),DNB,-,-,-,-,2,,v England,Nottingham,3 Jun 2019,
Rahmat Shah (AFG),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,4 Jun 2019,
Najibullah Zadran (AFG),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,4 Jun 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,4 Jun 2019,
Hazratullah Zazai (AFG),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,4 Jun 2019,
Mohammad Shahzad (AFG),DNB,-,-,-,-,1,,v Sri Lanka,Cardiff,4 Jun 2019,
V Kohli (IND),DNB,-,-,-,-,1,,v South Africa,Southampton,5 Jun 2019,
S Dhawan (IND),DNB,-,-,-,-,1,,v South Africa,Southampton,5 Jun 2019,
KL Rahul (IND),DNB,-,-,-,-,1,,v South Africa,Southampton,5 Jun 2019,
RG Sharma (IND),DNB,-,-,-,-,1,,v South Africa,Southampton,5 Jun 2019,
MS Dhoni (IND),DNB,-,-,-,-,1,,v South Africa,Southampton,5 Jun 2019,
HE van der Dussen (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
F du Plessis (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
Q de Kock (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
DA Miller (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
JP Duminy (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
HM Amla (SA),DNB,-,-,-,-,2,,v India,Southampton,5 Jun 2019,
KS Williamson (NZ),DNB,-,-,-,-,1,,v Bangladesh,The Oval,5 Jun 2019,
MJ Guptill (NZ),DNB,-,-,-,-,1,,v Bangladesh,The Oval,5 Jun 2019,
LRPL Taylor (NZ),DNB,-,-,-,-,1,,v Bangladesh,The Oval,5 Jun 2019,
TWM Latham (NZ),DNB,-,-,-,-,1,,v Bangladesh,The Oval,5 Jun 2019,
C Munro (NZ),DNB,-,-,-,-,1,,v Bangladesh,The Oval,5 Jun 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,2,,v New Zealand,The Oval,5 Jun 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,2,,v New Zealand,The Oval,5 Jun 2019,
Soumya Sarkar (BAN),DNB,-,-,-,-,2,,v New Zealand,The Oval,5 Jun 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,2,,v New Zealand,The Oval,5 Jun 2019,
Mahmudullah (BAN),DNB,-,-,-,-,2,,v New Zealand,The Oval,5 Jun 2019,
DA Warner (AUS),DNB,-,-,-,-,2,,v West Indies,Nottingham,6 Jun 2019,
AJ Finch (AUS),DNB,-,-,-,-,2,,v West Indies,Nottingham,6 Jun 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v West Indies,Nottingham,6 Jun 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v West Indies,Nottingham,6 Jun 2019,
SPD Smith (AUS),DNB,-,-,-,-,2,,v West Indies,Nottingham,6 Jun 2019,
Mahmudullah (BAN),DNB,-,-,-,-,1,,v England,Cardiff,8 Jun 2019,
Tamim Iqbal (BAN),DNB,-,-,-,-,1,,v England,Cardiff,8 Jun 2019,
Mushfiqur Rahim (BAN),DNB,-,-,-,-,1,,v England,Cardiff,8 Jun 2019,
Soumya Sarkar (BAN),DNB,-,-,-,-,1,,v England,Cardiff,8 Jun 2019,
Mohammad Mithun (BAN),DNB,-,-,-,-,1,,v England,Cardiff,8 Jun 2019,
JC Buttler (ENG),DNB,-,-,-,-,2,,v Bangladesh,Cardiff,8 Jun 2019,
JJ Roy (ENG),DNB,-,-,-,-,2,,v Bangladesh,Cardiff,8 Jun 2019,
EJG Morgan (ENG),DNB,-,-,-,-,2,,v Bangladesh,Cardiff,8 Jun 2019,
JE Root (ENG),DNB,-,-,-,-,2,,v Bangladesh,Cardiff,8 Jun 2019,
JM Bairstow (ENG),DNB,-,-,-,-,2,,v Bangladesh,Cardiff,8 Jun 2019,
KS Williamson (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
MJ Guptill (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
MJ Santner (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
LRPL Taylor (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
TWM Latham (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
C Munro (NZ),DNB,-,-,-,-,1,,v Afghanistan,Taunton,8 Jun 2019,
Najibullah Zadran (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
Noor Ali Zadran (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
Rashid Khan (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
Hashmatullah Shahidi (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
Ikram Alikhil (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
Hazratullah Zazai (AFG),DNB,-,-,-,-,2,,v New Zealand,Taunton,8 Jun 2019,
DA Warner (AUS),DNB,-,-,-,-,1,,v India,The Oval,9 Jun 2019,
AJ Finch (AUS),DNB,-,-,-,-,1,,v India,The Oval,9 Jun 2019,
UT Khawaja (AUS),DNB,-,-,-,-,1,,v India,The Oval,9 Jun 2019,
AT Carey (AUS),DNB,-,-,-,-,1,,v India,The Oval,9 Jun 2019,
SPD Smith (AUS),DNB,-,-,-,-,1,,v India,The Oval,9 Jun 2019,
MS Dhoni (IND),DNB,-,-,-,-,2,,v Australia,The Oval,9 Jun 2019,
V Kohli (IND),DNB,-,-,-,-,2,,v Australia,The Oval,9 Jun 2019,
S Dhawan (IND),DNB,-,-,-,-,2,,v Australia,The Oval,9 Jun 2019,
KL Rahul (IND),DNB,-,-,-,-,2,,v Australia,The Oval,9 Jun 2019,
RG Sharma (IND),DNB,-,-,-,-,2,,v Australia,The Oval,9 Jun 2019,
Q de Kock (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
DA Miller (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
AK Markram (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
Imran Tahir (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
AL Phehlukwayo (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
BE Hendricks (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
HE van der Dussen (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
F du Plessis (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
K Rabada (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
HM Amla (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
CH Morris (SA),TDNB,-,-,-,-,-,,v West Indies,Southampton,10 Jun 2019,
Fakhar Zaman (PAK),DNB,-,-,-,-,1,,v Australia,Taunton,12 Jun 2019,
Babar Azam (PAK),DNB,-,-,-,-,1,,v Australia,Taunton,12 Jun 2019,
Sarfaraz Ahmed (PAK),DNB,-,-,-,-,1,,v Australia,Taunton,12 Jun 2019,
Imam-ul-Haq (PAK),DNB,-,-,-,-,1,,v Australia,Taunton,12 Jun 2019,
Asif Ali (PAK),DNB,-,-,-,-,1,,v Australia,Taunton,12 Jun 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v Pakistan,Taunton,12 Jun 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v Pakistan,Taunton,12 Jun 2019,
SE Marsh (AUS),DNB,-,-,-,-,2,,v Pakistan,Taunton,12 Jun 2019,
SPD Smith (AUS),DNB,-,-,-,-,2,,v Pakistan,Taunton,12 Jun 2019,
DA Warner (AUS),DNB,-,-,-,-,2,,v Pakistan,Taunton,12 Jun 2019,
EJG Morgan (ENG),DNB,-,-,-,-,1,,v West Indies,Southampton,14 Jun 2019,
JM Bairstow (ENG),DNB,-,-,-,-,1,,v West Indies,Southampton,14 Jun 2019,
JC Buttler (ENG),DNB,-,-,-,-,1,,v West Indies,Southampton,14 Jun 2019,
JJ Roy (ENG),DNB,-,-,-,-,1,,v West Indies,Southampton,14 Jun 2019,
AJ Finch (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
SPD Smith (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
UT Khawaja (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
AT Carey (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
SE Marsh (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
DA Warner (AUS),DNB,-,-,-,-,2,,v Sri Lanka,The Oval,15 Jun 2019,
